2020/08/19 13:31:54.854 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/02 12:22:30.598 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/02 12:22:36.506 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/02 12:22:36.506 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/02 12:22:48.104 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/02 12:22:48.104 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/02 12:23:08.502 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/02 12:23:08.502 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/02 12:23:21.571 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/02 12:23:21.571 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/02 12:23:57.966 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/02 12:23:57.966 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/02 12:44:56.746 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/02 12:44:56.746 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/02 12:45:50.747 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/02 12:45:50.747 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/02 12:46:25.599 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/02 12:46:25.600 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/02 13:06:30.384 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/02 13:06:30.384 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/02 13:08:10.998 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/02 13:08:10.998 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/02 13:09:40.887 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/02 13:09:40.887 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/02 13:09:44.280 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/02 13:09:44.280 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/02 13:10:05.348 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/02 13:10:05.348 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/02 13:10:18.596 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/02 13:10:18.596 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/02 13:11:28.645 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/02 13:11:28.645 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/02 13:12:51.646 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/02 13:12:51.646 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/02 13:12:54.808 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/02 13:12:54.808 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/02 18:17:52.158 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/02 18:17:52.158 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/02 18:18:12.674 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/02 18:18:12.674 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/02 18:18:15.176 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/02 18:18:15.176 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/02 18:18:56.303 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/02 18:18:56.303 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/02 18:19:01.233 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/02 18:19:01.233 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/02 18:19:38.527 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/02 18:19:38.528 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/02 18:19:47.093 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/02 18:19:47.094 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/02 18:19:49.532 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/02 18:19:49.533 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/02 18:19:58.711 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/02 18:19:58.711 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/02 18:20:28.001 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/02 18:20:28.001 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/02 18:26:32.138 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/02 18:26:32.138 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/02 18:33:43.465 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/02 18:33:43.465 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 14:39:30.794 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 14:39:30.794 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 14:40:43.499 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 14:40:43.499 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 14:43:14.722 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 14:43:14.722 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 14:43:17.718 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 14:43:17.718 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 15:12:53.398 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 15:12:53.398 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 15:16:27.504 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 15:16:27.504 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 15:17:40.740 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 15:17:40.740 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 16:36:02.746 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 16:36:02.746 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 16:47:47.954 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 16:47:47.954 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 16:47:50.624 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 16:47:50.624 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 16:49:35.044 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 16:49:35.044 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 16:52:36.659 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 16:52:36.659 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 16:54:18.211 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 16:54:18.211 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 17:23:10.157 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 17:23:10.157 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 17:26:53.412 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 17:26:53.412 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 17:27:29.756 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 17:27:29.756 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 17:34:33.781 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 17:34:33.781 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 17:34:36.635 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 17:34:36.635 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 17:35:05.669 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 17:35:05.669 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 17:38:17.932 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 17:38:17.932 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 17:38:50.988 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 17:38:50.988 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 17:43:23.461 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 17:43:23.461 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 17:43:39.627 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 17:43:39.627 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 17:59:04.807 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 17:59:04.807 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 17:59:11.271 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 17:59:11.271 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 17:59:13.678 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 17:59:13.678 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 18:04:54.179 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 18:04:54.179 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 18:05:11.613 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 18:05:11.613 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 18:15:16.648 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 18:15:16.648 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 18:16:00.788 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 18:16:00.788 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 18:16:45.222 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 18:16:45.222 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 18:18:26.549 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 18:18:26.549 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 18:19:05.910 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 18:19:05.911 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 18:19:45.169 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 18:19:45.169 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 18:19:59.054 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 18:19:59.054 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 18:20:01.428 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 18:20:01.428 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 18:20:27.990 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 18:20:27.990 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 18:21:16.573 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 18:21:16.573 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 18:24:08.218 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 18:24:08.219 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 18:24:31.705 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 18:24:31.705 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 18:24:48.926 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 18:24:48.926 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 18:25:02.725 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 18:25:02.725 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 18:25:24.027 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 18:25:24.027 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 18:27:11.813 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 18:27:11.813 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 18:28:17.415 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 18:28:17.415 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 18:29:44.492 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 18:29:44.492 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 18:30:54.413 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 18:30:54.413 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 18:33:12.434 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 18:33:12.434 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 18:39:31.334 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 18:39:31.335 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 18:39:57.976 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 18:39:57.977 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 18:40:11.926 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 18:40:11.927 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 18:40:20.227 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 18:40:20.227 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 18:43:08.047 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 18:43:08.047 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 18:45:52.103 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 18:45:52.103 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 18:47:10.603 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 18:47:10.603 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 18:47:54.709 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 18:47:54.709 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 18:48:48.233 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 18:48:48.233 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 18:54:12.991 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 18:54:12.991 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 18:57:13.759 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 18:57:13.759 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 18:57:27.099 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 18:57:27.100 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 18:57:40.213 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 18:57:40.213 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 18:58:05.722 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 18:58:05.722 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 18:59:03.920 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 18:59:03.920 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 18:59:22.322 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 18:59:22.322 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 19:00:38.023 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 19:00:38.023 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 19:03:13.698 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 19:03:13.698 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 19:04:33.089 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 19:04:33.090 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 19:05:15.370 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 19:05:15.370 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 19:23:32.820 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 19:23:32.820 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 20:02:05.111 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 20:02:05.111 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/03 22:34:01.166 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/03 22:34:01.166 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/05 14:46:56.834 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/05 14:46:56.834 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/05 14:49:23.179 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/05 14:49:23.179 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/05 14:50:15.462 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/05 14:50:15.462 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/05 14:51:02.439 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/05 14:51:02.439 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/05 14:51:23.622 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/05 14:51:23.622 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/05 14:51:35.519 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/05 14:51:35.520 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/05 14:51:37.997 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/05 14:51:37.998 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/05 14:51:51.158 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/05 14:51:51.158 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/05 14:51:55.223 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/05 14:51:55.223 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/05 14:52:05.203 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/05 14:52:05.204 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/05 14:52:12.338 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/05 14:52:12.338 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/05 14:52:22.137 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/05 14:52:22.137 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/05 14:52:24.625 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/05 14:52:24.625 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/05 14:52:32.536 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/05 14:52:32.536 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/05 14:52:38.951 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/05 14:52:38.952 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/05 14:52:48.557 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/05 14:52:48.557 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/07 09:13:28.497 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/07 09:13:28.498 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/07 09:16:16.870 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/07 09:16:16.870 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/07 09:22:02.696 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/07 09:22:02.697 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/07 09:22:35.408 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/07 09:22:35.408 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/07 09:22:49.901 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/07 09:22:49.901 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/07 09:22:58.378 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/07 09:22:58.378 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/07 09:25:42.672 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/07 09:25:42.674 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/07 09:25:48.540 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/07 09:25:48.540 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/07 09:25:51.796 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/07 09:25:51.796 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/07 09:28:27.734 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/07 09:28:27.734 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/07 09:28:37.962 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/07 09:28:37.962 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/07 09:29:25.909 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/07 09:29:25.909 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/07 10:40:55.205 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/07 10:40:55.205 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/07 10:41:03.066 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/07 10:41:03.066 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/07 10:50:58.423 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/07 10:50:58.423 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/07 11:40:25.580 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/07 11:40:25.580 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/07 11:46:03.379 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/07 11:46:03.379 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/07 11:46:16.425 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/07 11:46:16.425 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/07 11:53:34.334 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/07 11:53:34.335 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/07 11:54:16.523 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/07 11:54:16.523 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/07 11:54:58.480 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/07 11:54:58.480 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/07 11:55:32.639 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/07 11:55:32.639 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/07 11:55:51.422 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/07 11:55:51.422 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
